日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウェイト,ニューインデックス区分,調整係数対象銘柄
20211130,ジャステック,9717,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＳＣＳＫ,9719,情報・通信業,0.06%,TOPIX Mid400,
20211130,藤田観,9722,サービス業,0.00%,TOPIX Small 2,
20211130,ＫＮＴＣＴ,9726,サービス業,0.00%,TOPIX Small 2,
20211130,日本管財,9728,サービス業,0.01%,TOPIX Small 2,
20211130,トーカイ,9729,サービス業,0.01%,TOPIX Small 2,○
20211130,白洋舎,9731,サービス業,0.00%,TOPIX Small 2,○
20211130,セコム,9735,サービス業,0.27%,TOPIX Large70,
20211130,ＮＳＷ,9739,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＣＳＰ,9740,サービス業,0.00%,TOPIX Small 1,
20211130,アイネス,9742,情報・通信業,0.00%,TOPIX Small 1,
20211130,丹青社,9743,サービス業,0.01%,TOPIX Small 1,
20211130,メイテック,9744,サービス業,0.03%,TOPIX Mid400,
20211130,ＴＫＣ,9746,情報・通信業,0.02%,TOPIX Small 1,
20211130,富士ソフト,9749,情報・通信業,0.02%,TOPIX Small 1,
20211130,応用地質,9755,サービス業,0.01%,TOPIX Small 2,
20211130,船井総研ＨＤ,9757,サービス業,0.02%,TOPIX Small 1,
20211130,ＮＳＤ,9759,情報・通信業,0.03%,TOPIX Small 1,
20211130,進学会ＨＤ,9760,サービス業,0.00%,TOPIX Small 2,
20211130,丸紅リース,9763,卸売業,0.00%,TOPIX Small 2,
20211130,オオバ,9765,サービス業,0.00%,TOPIX Small 2,
20211130,コナミ　ＨＤ,9766,情報・通信業,0.08%,TOPIX Mid400,
20211130,いであ,9768,サービス業,0.00%,TOPIX Small 2,
20211130,学究社,9769,サービス業,0.00%,TOPIX Small 2,
20211130,ベネッセＨＤ,9783,サービス業,0.03%,TOPIX Mid400,
20211130,イオンディライ,9787,サービス業,0.02%,TOPIX Small 1,
20211130,ナック,9788,サービス業,0.00%,TOPIX Small 2,
20211130,福井コンピ,9790,情報・通信業,0.01%,TOPIX Small 1,
20211130,ダイセキ,9793,サービス業,0.03%,TOPIX Small 1,
20211130,ステップ,9795,サービス業,0.00%,TOPIX Small 2,○
20211130,日鉄物産,9810,卸売業,0.01%,TOPIX Small 1,
20211130,泉州電業,9824,卸売業,0.00%,TOPIX Small 2,○
20211130,元気寿司,9828,小売業,0.00%,TOPIX Small 2,
20211130,トラスコ中山,9830,卸売業,0.02%,TOPIX Small 1,
20211130,ヤマダＨＤ,9831,小売業,0.05%,TOPIX Mid400,
20211130,オートバックス,9832,卸売業,0.02%,TOPIX Mid400,
20211130,モリト,9837,卸売業,0.00%,TOPIX Small 2,○
20211130,アークランド,9842,小売業,0.01%,TOPIX Small 1,
20211130,ニトリＨＤ,9843,小売業,0.27%,TOPIX Large70,
20211130,グルメ杵屋,9850,小売業,0.00%,TOPIX Small 2,
20211130,愛眼,9854,小売業,0.00%,TOPIX Small 2,
20211130,ケーユーＨＤ,9856,小売業,0.00%,TOPIX Small 2,○
20211130,吉野家ＨＤ,9861,小売業,0.03%,TOPIX Mid400,
20211130,加藤産業,9869,卸売業,0.02%,TOPIX Small 1,
20211130,北恵,9872,卸売業,0.00%,TOPIX Small 2,
20211130,イノテック,9880,卸売業,0.00%,TOPIX Small 2,
20211130,イエローハット,9882,卸売業,0.01%,TOPIX Small 1,
20211130,松屋フーズＨＤ,9887,小売業,0.01%,TOPIX Small 2,
20211130,ＪＢＣＣ　ＨＤ,9889,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＪＫＨＤ,9896,卸売業,0.00%,TOPIX Small 2,
20211130,サガミＨＤ,9900,小売業,0.01%,TOPIX Small 2,
20211130,日伝,9902,卸売業,0.01%,TOPIX Small 2,○
20211130,関西スーパ,9919,小売業,0.01%,TOPIX Small 2,○
20211130,ミロク情報,9928,情報・通信業,0.00%,TOPIX Small 1,
20211130,北沢産業,9930,卸売業,0.00%,TOPIX Small 2,
20211130,杉本商事,9932,卸売業,0.00%,TOPIX Small 2,
20211130,因幡電産,9934,卸売業,0.02%,TOPIX Small 1,
20211130,王将フード,9936,小売業,0.01%,TOPIX Small 1,
20211130,プレナス,9945,小売業,0.01%,TOPIX Small 1,
20211130,ミニストップ,9946,小売業,0.00%,TOPIX Small 2,
20211130,アークス,9948,小売業,0.01%,TOPIX Small 1,○
20211130,バローＨＤ,9956,小売業,0.02%,TOPIX Small 1,
20211130,東テク,9960,卸売業,0.00%,TOPIX Small 2,○
20211130,ミスミＧ,9962,卸売業,0.22%,TOPIX Mid400,
20211130,藤久,9966,小売業,0.00%,TOPIX Small 2,
20211130,アルテック,9972,卸売業,0.00%,TOPIX Small 2,
20211130,ベルク,9974,小売業,0.01%,TOPIX Small 1,○
20211130,大庄,9979,小売業,0.00%,TOPIX Small 2,
20211130,タキヒヨー,9982,卸売業,0.00%,TOPIX Small 2,
20211130,ファーストリテ,9983,小売業,0.34%,TOPIX Large70,
20211130,ソフトバンクグループ,9984,情報・通信業,1.34%,TOPIX Core30,
20211130,蔵王産業,9986,卸売業,0.00%,TOPIX Small 2,○
20211130,スズケン,9987,卸売業,0.05%,TOPIX Mid400,
20211130,サンドラッグ,9989,小売業,0.04%,TOPIX Mid400,
20211130,サックスバーＨＤ,9990,小売業,0.00%,TOPIX Small 2,
20211130,ジェコス,9991,卸売業,0.00%,TOPIX Small 2,
20211130,ヤマザワ,9993,小売業,0.00%,TOPIX Small 2,○
20211130,やまや,9994,小売業,0.00%,TOPIX Small 2,
20211130,グローセル,9995,卸売業,0.00%,TOPIX Small 2,
20211130,ベルーナ,9997,小売業,0.01%,TOPIX Small 1,
