日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウェイト,ニューインデックス区分,調整係数対象銘柄
20211130,ディア・ライフ,3245,不動産業,0.00%,TOPIX Small 2,
20211130,コーセーアールイー,3246,不動産業,0.00%,TOPIX Small 2,
20211130,日本商業開発,3252,不動産業,0.00%,TOPIX Small 2,
20211130,プレサンス,3254,不動産業,0.01%,TOPIX Small 1,
20211130,フィル・カンパニー,3267,建設業,0.00%,TOPIX Small 2,
20211130,グロバル社,3271,不動産業,0.00%,TOPIX Small 2,
20211130,ハウスコム,3275,不動産業,0.00%,TOPIX Small 2,
20211130,日本管理,3276,不動産業,0.00%,TOPIX Small 2,
20211130,サンセイランディック,3277,不動産業,0.00%,TOPIX Small 2,
20211130,エストラスト,3280,不動産業,0.00%,TOPIX Small 2,
20211130,フージャース,3284,不動産業,0.00%,TOPIX Small 2,
20211130,オープンハウス,3288,不動産業,0%,TOPIX Mid400,
20211130,東急不ＨＤ,3289,不動産業,0.06%,TOPIX Mid400,
20211130,飯田ＧＨＤ,3291,不動産業,0.07%,TOPIX Mid400,
20211130,イーグランド,3294,不動産業,0.00%,TOPIX Small 2,
20211130,ムゲンエステート,3299,不動産業,0.00%,TOPIX Small 2,
20211130,帝繊維,3302,繊維製品,0.01%,TOPIX Small 2,
20211130,日本コークス,3315,石油・石炭製品,0.00%,TOPIX Small 2,
20211130,ＧＤＯ,3319,小売業,0.00%,TOPIX Small 2,
20211130,ミタチ,3321,卸売業,0.00%,TOPIX Small 2,
20211130,ＢＥＥＮＯＳ,3328,小売業,0.01%,TOPIX Small 1,
20211130,あさひ,3333,小売業,0.00%,TOPIX Small 2,
20211130,日本調剤,3341,小売業,0.00%,TOPIX Small 2,
20211130,コスモス薬品,3349,小売業,0.07%,TOPIX Mid400,
20211130,シップＨＤ,3360,卸売業,0.03%,TOPIX Mid400,
20211130,トーエル,3361,小売業,0.00%,TOPIX Small 2,○
20211130,ソフトクリエＨＤ,3371,情報・通信業,0.01%,TOPIX Small 2,
20211130,オンリー,3376,小売業,0.00%,TOPIX Small 2,
20211130,７＆ｉＨＤ,3382,小売業,0.66%,TOPIX Core30,
20211130,クリレスＨＤ,3387,小売業,0.01%,TOPIX Small 1,
20211130,明治電機,3388,卸売業,0.00%,TOPIX Small 2,○
20211130,ツルハＨＤ,3391,小売業,0.10%,TOPIX Mid400,
20211130,デリカフーズＨＤ,3392,卸売業,0.00%,TOPIX Small 2,○
20211130,スターティアＨＤ,3393,卸売業,0.00%,TOPIX Small 2,
20211130,サンマルクＨＤ,3395,小売業,0.00%,TOPIX Small 1,
20211130,フェリシモ,3396,小売業,0.00%,TOPIX Small 2,
20211130,トリドールＨＤ,3397,小売業,0.02%,TOPIX Small 1,
20211130,帝人,3401,繊維製品,0.05%,TOPIX Mid400,
20211130,東レ,3402,繊維製品,0.18%,TOPIX Large70,
20211130,クラレ,3405,化学,0.05%,TOPIX Mid400,
20211130,旭化成,3407,化学,0.26%,TOPIX Large70,
20211130,トウキョウベース,3415,小売業,0.00%,TOPIX Small 2,
20211130,稲葉製作,3421,金属製品,0.00%,TOPIX Small 2,
20211130,宮地エンジ,3431,金属製品,0.00%,TOPIX Small 2,
20211130,トーカロ,3433,金属製品,0.01%,TOPIX Small 1,
20211130,アルファＣｏ,3434,金属製品,0.00%,TOPIX Small 2,
20211130,ＳＵＭＣＯ,3436,金属製品,0.14%,TOPIX Mid400,
20211130,川田ＴＥＣＨ,3443,金属製品,0.00%,TOPIX Small 2,
20211130,ＲＳＴＥＣＨ,3445,金属製品,0.01%,TOPIX Small 1,
20211130,ＪＴＥＣＣＯＲＰ,3446,金属製品,0.00%,TOPIX Small 2,
20211130,信和,3447,金属製品,0.00%,TOPIX Small 2,
20211130,ビーロット,3452,不動産業,0.00%,TOPIX Small 2,
20211130,ファーストブラザーズ,3454,不動産業,0.00%,TOPIX Small 2,
20211130,ハウスドゥ,3457,不動産業,0.00%,TOPIX Small 2,
20211130,シーアールイー,3458,不動産業,0.00%,TOPIX Small 2,
20211130,プロパティＡ,3464,不動産業,0.00%,TOPIX Small 2,
20211130,ケイアイスター不動産,3465,不動産業,0.01%,TOPIX Small 1,
20211130,アグレ都市デザイン,3467,不動産業,0.00%,TOPIX Small 2,
20211130,グッドコムアセット,3475,不動産業,0.00%,TOPIX Small 2,
20211130,ジェイ・エス・ビー,3480,不動産業,0.00%,TOPIX Small 2,
20211130,テンポイノベーション,3484,不動産業,0.00%,TOPIX Small 2,
20211130,グローバルリンクＭ,3486,不動産業,0.00%,TOPIX Small 2,
20211130,フェイスネットワーク,3489,不動産業,0.00%,TOPIX Small 2,○
20211130,住江織物,3501,繊維製品,0.00%,TOPIX Small 2,
20211130,日フエルト,3512,繊維製品,0.00%,TOPIX Small 2,○
20211130,イチカワ,3513,繊維製品,0.00%,TOPIX Small 2,○
20211130,エコナックＨＤ,3521,サービス業,0.00%,TOPIX Small 2,
20211130,日東網,3524,繊維製品,0.00%,TOPIX Small 2,
20211130,芦森工,3526,輸送用機器,0.00%,TOPIX Small 2,
20211130,アツギ,3529,繊維製品,0.00%,TOPIX Small 2,
20211130,ウイルプラスＨＤ,3538,小売業,0.00%,TOPIX Small 2,
20211130,ＪＭホールディングス,3539,小売業,0.00%,TOPIX Small 1,
20211130,コメダ,3543,卸売業,0.02%,TOPIX Small 1,
20211130,サツドラＨＤ,3544,小売業,0.00%,TOPIX Small 2,
20211130,アレンザＨＤ,3546,小売業,0.00%,TOPIX Small 2,
20211130,串カツ田中ＨＤ,3547,小売業,0.00%,TOPIX Small 2,
20211130,バロック,3548,小売業,0.00%,TOPIX Small 2,
20211130,クスリのアオキＨＤ,3549,小売業,0.03%,TOPIX Mid400,
20211130,ダイニック,3551,繊維製品,0.00%,TOPIX Small 2,
20211130,共和レザー,3553,化学,0.00%,TOPIX Small 2,
20211130,ピーバンドットコム,3559,卸売業,0.00%,TOPIX Small 2,
20211130,力の源ＨＤ,3561,小売業,0.00%,TOPIX Small 2,
20211130,Ｆ＆ＬＣ,3563,小売業,0.11%,TOPIX Mid400,
20211130,アセンテック,3565,卸売業,0.00%,TOPIX Small 2,
20211130,セーレン,3569,繊維製品,0.02%,TOPIX Small 1,
20211130,ソトー,3571,繊維製品,0.00%,TOPIX Small 2,○
20211130,東海染工,3577,繊維製品,0.00%,TOPIX Small 2,
20211130,小松マテーレ,3580,繊維製品,0.01%,TOPIX Small 2,
20211130,ワコールＨＤ,3591,繊維製品,0.02%,TOPIX Mid400,
20211130,ホギメディ,3593,繊維製品,0.02%,TOPIX Small 1,
20211130,クラウディアＨＤ,3607,繊維製品,0.00%,TOPIX Small 2,
20211130,ＴＳＩ　ＨＤ,3608,繊維製品,0.00%,TOPIX Small 2,
20211130,マツオカ,3611,繊維製品,0.00%,TOPIX Small 2,
20211130,ワールド,3612,繊維製品,0%,TOPIX Small 1,
20211130,ＴＩＳ,3626,情報・通信業,0.12%,TOPIX Mid400,
20211130,ＪＮＳ,3627,情報・通信業,0.00%,TOPIX Small 2,
20211130,グリー,3632,情報・通信業,0.02%,TOPIX Small 1,
20211130,ＧＭＯペパボ,3633,情報・通信業,0.00%,TOPIX Small 2,
20211130,コーエーテクモ,3635,情報・通信業,0.06%,TOPIX Mid400,
20211130,三菱総研,3636,情報・通信業,0.01%,TOPIX Small 1,○
20211130,ボルテージ,3639,情報・通信業,0.00%,TOPIX Small 2,
20211130,電算,3640,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＡＧＳ,3648,情報・通信業,0.00%,TOPIX Small 2,
20211130,ファインデックス,3649,情報・通信業,0.00%,TOPIX Small 2,
20211130,ブレインパッド,3655,情報・通信業,0.01%,TOPIX Small 1,
20211130,ＫＬａｂ,3656,情報・通信業,0.00%,TOPIX Small 1,
20211130,ポールＨＤ,3657,情報・通信業,0.01%,TOPIX Small 1,
20211130,イーブック,3658,情報・通信業,0.00%,TOPIX Small 2,
20211130,ネクソン,3659,情報・通信業,0.19%,TOPIX Mid400,
20211130,アイスタイル,3660,情報・通信業,0.00%,TOPIX Small 1,
20211130,エムアップＨＤ,3661,情報・通信業,0.00%,TOPIX Small 2,
20211130,エイチーム,3662,情報・通信業,0.00%,TOPIX Small 2,
20211130,エニグモ,3665,情報・通信業,0.00%,TOPIX Small 1,
20211130,テクノスジャパン,3666,情報・通信業,0.00%,TOPIX Small 2,
20211130,ｅｎｉｓｈ,3667,情報・通信業,0.00%,TOPIX Small 2,
20211130,コロプラ,3668,情報・通信業,0.01%,TOPIX Small 1,
20211130,オルトプラス,3672,情報・通信業,0.00%,TOPIX Small 2,
20211130,ブロドリーフ,3673,情報・通信業,0.01%,TOPIX Small 1,
20211130,クロスマーケティング,3675,情報・通信業,0.00%,TOPIX Small 2,
20211130,デジハＨＤ,3676,情報・通信業,0.00%,TOPIX Small 2,
20211130,システム情報,3677,情報・通信業,0.00%,TOPIX Small 2,
20211130,メディアドゥ,3678,情報・通信業,0.01%,TOPIX Small 1,
20211130,じげん,3679,情報・通信業,0.00%,TOPIX Small 2,
20211130,ブイキューブ,3681,情報・通信業,0.00%,TOPIX Small 1,
20211130,エンカレッジ,3682,情報・通信業,0.00%,TOPIX Small 2,
20211130,サイバーリンクス,3683,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＤＬＥ,3686,情報・通信業,0.00%,TOPIX Small 2,
20211130,フィックスターズ,3687,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＣＡＲＴＡ　ＨＤ,3688,情報・通信業,0.00%,TOPIX Small 2,
20211130,オプティム,3694,情報・通信業,0.00%,TOPIX Small 1,
20211130,セレス,3696,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＳＨＩＦＴ,3697,情報・通信業,0.05%,TOPIX Mid400,
20211130,特種東海,3708,パルプ・紙,0.01%,TOPIX Small 2,
20211130,ティーガイア,3738,情報・通信業,0.01%,TOPIX Small 1,
20211130,セック,3741,情報・通信業,0.00%,TOPIX Small 2,
20211130,テクマト,3762,情報・通信業,0.01%,TOPIX Small 1,
20211130,プロシップ,3763,情報・通信業,0.00%,TOPIX Small 2,○
20211130,ガンホー,3765,情報・通信業,0.03%,TOPIX Mid400,
20211130,ＧＭＯＰＧ,3769,情報・通信業,0.11%,TOPIX Mid400,
20211130,ザッパラス,3770,情報・通信業,0.00%,TOPIX Small 2,
20211130,システムリサーチ,3771,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＩＩＪ,3774,情報・通信業,0.05%,TOPIX Mid400,
20211130,さくらインターネット,3778,情報・通信業,0.00%,TOPIX Small 2,
20211130,ヴィンクス,3784,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＧＭＯＧＳＨＤ,3788,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＳＲＡＨＤ,3817,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＳＩ,3826,情報・通信業,0.00%,TOPIX Small 2,
20211130,朝日ネット,3834,情報・通信業,0.00%,TOPIX Small 2,
20211130,ｅＢＡＳＥ,3835,情報・通信業,0.00%,TOPIX Small 2,
20211130,アバント,3836,情報・通信業,0.01%,TOPIX Small 1,
20211130,アドソル日進,3837,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＯＤＫ,3839,情報・通信業,0.00%,TOPIX Small 2,
20211130,フリービット,3843,情報・通信業,0.00%,TOPIX Small 2,
20211130,コムチュア,3844,情報・通信業,0.01%,TOPIX Small 1,
20211130,サイバーコム,3852,情報・通信業,0.00%,TOPIX Small 2,
20211130,アステリア,3853,情報・通信業,0.00%,TOPIX Small 2,
20211130,アイル,3854,情報・通信業,0.00%,TOPIX Small 2,
20211130,王子ＨＤ,3861,パルプ・紙,0.08%,TOPIX Mid400,
20211130,日本紙,3863,パルプ・紙,0.02%,TOPIX Mid400,
20211130,三菱紙,3864,パルプ・紙,0.00%,TOPIX Small 2,
20211130,北越コーポレーション,3865,パルプ・紙,0.02%,TOPIX Small 1,
20211130,中越パル,3877,パルプ・紙,0.00%,TOPIX Small 2,
20211130,巴川紙,3878,パルプ・紙,0.00%,TOPIX Small 2,
20211130,大王紙,3880,パルプ・紙,0.03%,TOPIX Mid400,
20211130,阿波製紙,3896,パルプ・紙,0.00%,TOPIX Small 2,
20211130,マークラインズ,3901,情報・通信業,0.00%,TOPIX Small 1,
20211130,ＭＤＶ,3902,情報・通信業,0.01%,TOPIX Small 1,
20211130,ｇｕｍｉ,3903,情報・通信業,0.00%,TOPIX Small 1,
20211130,ショーケース,3909,情報・通信業,0.00%,TOPIX Small 2,
20211130,モバファク,3912,情報・通信業,0.00%,TOPIX Small 2,
20211130,テラスカイ,3915,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＤＩＴ,3916,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＰＣＩＨＤ,3918,情報・通信業,0.00%,TOPIX Small 2,
20211130,パイプドＨＤ,3919,情報・通信業,0.00%,TOPIX Small 2,
20211130,アイビーシー,3920,情報・通信業,0.00%,TOPIX Small 2,
20211130,ネオジャパン,3921,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＰＲＴＩＭＥＳ,3922,情報・通信業,0.00%,TOPIX Small 2,
20211130,ラクス,3923,情報・通信業,0.04%,TOPIX Mid400,○
20211130,ランドコンピュータ,3924,情報・通信業,0.00%,TOPIX Small 2,
20211130,ダブルスタンダード,3925,情報・通信業,0.00%,TOPIX Small 2,
20211130,オープンドア,3926,情報・通信業,0.00%,TOPIX Small 1,
20211130,マイネット,3928,情報・通信業,0.00%,TOPIX Small 2,
20211130,アカツキ,3932,情報・通信業,0.00%,TOPIX Small 1,
20211130,ベネフィットジャパン,3934,情報・通信業,0.00%,TOPIX Small 2,
20211130,Ｕｂｉｃｏｍ,3937,情報・通信業,0.00%,TOPIX Small 2,
20211130,カナミックＮ,3939,情報・通信業,0.00%,TOPIX Small 2,
20211130,ノムラシステム,3940,情報・通信業,0.00%,TOPIX Small 2,
20211130,レンゴー,3941,パルプ・紙,0.03%,TOPIX Mid400,
20211130,トーモク,3946,パルプ・紙,0.00%,TOPIX Small 2,
20211130,ザ・パック,3950,パルプ・紙,0.01%,TOPIX Small 2,
20211130,チェンジ,3962,情報・通信業,0.01%,TOPIX Small 1,
20211130,シンクロ・フード,3963,情報・通信業,0.00%,TOPIX Small 2,
20211130,オークネット,3964,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＣＡＰ,3965,情報・通信業,0.00%,TOPIX Small 2,
20211130,セグエ,3968,情報・通信業,0.00%,TOPIX Small 2,
20211130,エイトレッド,3969,情報・通信業,0.00%,TOPIX Small 2,
20211130,マクロミル,3978,情報・通信業,0.01%,TOPIX Small 1,
20211130,ビーグリー,3981,情報・通信業,0.00%,TOPIX Small 2,
20211130,オロ,3983,情報・通信業,0.00%,TOPIX Small 2,
20211130,ユーザーローカル,3984,情報・通信業,0.00%,TOPIX Small 2,
20211130,テモナ,3985,情報・通信業,0.00%,TOPIX Small 2,
20211130,ニーズウェル,3992,情報・通信業,0.00%,TOPIX Small 2,
20211130,マネーフォワード,3994,情報・通信業,0.04%,TOPIX Mid400,○
20211130,サインポスト,3996,情報・通信業,0.00%,TOPIX Small 2,
20211130,昭電工,4004,化学,0.08%,TOPIX Mid400,
20211130,住友化,4005,化学,0.14%,TOPIX Mid400,
20211130,住友精化,4008,化学,0.01%,TOPIX Small 2,
20211130,日産化,4021,化学,0.13%,TOPIX Mid400,
20211130,ラサ工,4022,化学,0.00%,TOPIX Small 2,
20211130,クレハ,4023,化学,0.02%,TOPIX Small 1,
20211130,多木化学,4025,化学,0.01%,TOPIX Small 1,
20211130,テイカ,4027,化学,0.00%,TOPIX Small 2,
20211130,石原産,4028,化学,0.01%,TOPIX Small 1,
20211130,片倉コープアグリ,4031,化学,0.00%,TOPIX Small 2,
20211130,日曹達,4041,化学,0.02%,TOPIX Small 1,
20211130,東ソー,4042,化学,0.09%,TOPIX Mid400,
20211130,トクヤマ,4043,化学,0.02%,TOPIX Mid400,
20211130,セ硝子,4044,化学,0.01%,TOPIX Small 1,
20211130,東亜合,4045,化学,0.02%,TOPIX Mid400,
20211130,大阪ソーダ,4046,化学,0.01%,TOPIX Small 2,
20211130,関電化,4047,化学,0.01%,TOPIX Small 1,
20211130,デンカ,4061,化学,0.05%,TOPIX Mid400,
20211130,イビデン,4062,電気機器,0.14%,TOPIX Mid400,
20211130,信越化,4063,化学,1.21%,TOPIX Core30,
20211130,カーバイド,4064,化学,0.00%,TOPIX Small 2,
20211130,電算システムＨＤ,4072,情報・通信業,0.00%,TOPIX Small 2,
20211130,堺化学,4078,化学,0.01%,TOPIX Small 2,
20211130,稀元素,4082,化学,0.00%,TOPIX Small 1,
20211130,エア・ウォーター,4088,化学,0.06%,TOPIX Mid400,
20211130,日本酸素ＨＤ,4091,化学,0.09%,TOPIX Mid400,
20211130,日本化,4092,化学,0.00%,TOPIX Small 2,
20211130,邦アセチレン,4093,化学,0.00%,TOPIX Small 2,○
20211130,日パーカライ,4095,化学,0.02%,TOPIX Small 1,
20211130,高圧ガス,4097,化学,0.00%,TOPIX Small 2,
20211130,チタン工,4098,化学,0.00%,TOPIX Small 2,
20211130,四国化,4099,化学,0.01%,TOPIX Small 2,○
20211130,戸田工,4100,化学,0.00%,TOPIX Small 2,
20211130,ステラケミファ,4109,化学,0.00%,TOPIX Small 1,
20211130,保土谷化,4112,化学,0.01%,TOPIX Small 1,
20211130,日触媒,4114,化学,0.03%,TOPIX Mid400,
20211130,大日精化,4116,化学,0.01%,TOPIX Small 2,
20211130,カネカ,4118,化学,0.04%,TOPIX Mid400,
20211130,協和キリン,4151,医薬品,0.14%,TOPIX Mid400,
20211130,菱瓦斯化,4182,化学,0.07%,TOPIX Mid400,
20211130,三井化学,4183,化学,0.10%,TOPIX Mid400,
20211130,ＪＳＲ,4185,化学,0.15%,TOPIX Mid400,
20211130,東応化,4186,化学,0.05%,TOPIX Mid400,
20211130,大有機化,4187,化学,0.01%,TOPIX Small 1,
20211130,三菱ケミＨＤ,4188,化学,0.22%,TOPIX Large70,
20211130,ＫＨネオケム,4189,化学,0.02%,TOPIX Small 1,
20211130,ダイセル,4202,化学,0.04%,TOPIX Mid400,
20211130,住友ベーク,4203,化学,0.03%,TOPIX Mid400,
20211130,積水化,4204,化学,0.14%,TOPIX Mid400,
20211130,日ゼオン,4205,化学,0.04%,TOPIX Mid400,
20211130,アイカ工,4206,化学,0.03%,TOPIX Mid400,
20211130,宇部興,4208,化学,0.03%,TOPIX Mid400,
20211130,積水樹脂,4212,化学,0.01%,TOPIX Small 2,
20211130,タキロンシーアイ,4215,化学,0.00%,TOPIX Small 2,
20211130,旭有機材,4216,化学,0.00%,TOPIX Small 2,
20211130,ニチバン,4218,化学,0.00%,TOPIX Small 2,
20211130,リケンテクノス,4220,化学,0.00%,TOPIX Small 2,
20211130,大倉工,4221,化学,0.00%,TOPIX Small 2,
20211130,積水化成,4228,化学,0.00%,TOPIX Small 2,
20211130,群栄化,4229,化学,0.00%,TOPIX Small 2,
20211130,タイガーポリ,4231,化学,0.00%,TOPIX Small 2,○
20211130,ミライアル,4238,化学,0.00%,TOPIX Small 2,
20211130,ダイキアクシス,4245,化学,0.00%,TOPIX Small 2,
20211130,ＤＮＣ,4246,化学,0.00%,TOPIX Small 1,
20211130,竹本容器,4248,化学,0.00%,TOPIX Small 2,
20211130,森六,4249,化学,0.00%,TOPIX Small 2,
20211130,恵和,4251,化学,0.01%,TOPIX Small 1,
20211130,日化薬,4272,化学,0.03%,TOPIX Mid400,
20211130,カーリットＨＤ,4275,化学,0.00%,TOPIX Small 2,
20211130,ソルクシーズ,4284,情報・通信業,0.00%,TOPIX Small 2,
20211130,レッグス,4286,サービス業,0.00%,TOPIX Small 2,
20211130,ＰＩ,4290,サービス業,0.01%,TOPIX Small 1,
20211130,フェイス,4295,情報・通信業,0.00%,TOPIX Small 2,
20211130,プロトコーポ,4298,情報・通信業,0.01%,TOPIX Small 2,
20211130,ハイマックス,4299,情報・通信業,0.00%,TOPIX Small 2,○
20211130,アミューズ,4301,サービス業,0.00%,TOPIX Small 1,
20211130,ＮＲＩ,4307,情報・通信業,0.35%,TOPIX Mid400,
20211130,ＤＩ,4310,サービス業,0.00%,TOPIX Small 2,
20211130,サイバネット,4312,情報・通信業,0.00%,TOPIX Small 2,
20211130,クイック,4318,サービス業,0.00%,TOPIX Small 2,
20211130,ＴＡＣ,4319,サービス業,0.00%,TOPIX Small 2,
20211130,ＣＥＨＤ,4320,情報・通信業,0.00%,TOPIX Small 2,
20211130,日本システム技術,4323,情報・通信業,0.00%,TOPIX Small 2,
20211130,電通グループ,4324,サービス業,0.13%,TOPIX Mid400,
20211130,インテージＨＤ,4326,情報・通信業,0.01%,TOPIX Small 2,○
20211130,Ｔ＆Ｇニーズ,4331,サービス業,0.00%,TOPIX Small 2,
20211130,東邦システム,4333,情報・通信業,0.00%,TOPIX Small 2,○
20211130,ぴあ,4337,サービス業,0.00%,TOPIX Small 2,
20211130,イオンファン,4343,サービス業,0.00%,TOPIX Small 2,
20211130,ソースネクスト,4344,情報・通信業,0.00%,TOPIX Small 2,
20211130,シーティーエス,4345,サービス業,0.00%,TOPIX Small 2,
20211130,ネクシィーズグループ,4346,サービス業,0.00%,TOPIX Small 2,
20211130,インフォコム,4348,情報・通信業,0.01%,TOPIX Small 1,
20211130,メディシス,4350,小売業,0.00%,TOPIX Small 2,
20211130,日本精化,4362,化学,0.01%,TOPIX Small 2,
20211130,扶桑化学,4368,化学,0.02%,TOPIX Small 1,
20211130,トリケミカル,4369,化学,0.01%,TOPIX Small 1,
20211130,シンプレクスＨＤ,4373,情報・通信業,0.01%,TOPIX Small 2,○
20211130,ＨＥＲＯＺ,4382,情報・通信業,0.00%,TOPIX Small 2,
20211130,ラクスル,4384,情報・通信業,0.03%,TOPIX Small 1,
20211130,ｉｐｓ,4390,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＦＩＧ,4392,情報・通信業,0.00%,TOPIX Small 2,
20211130,システムサポート,4396,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＡＤＥＫＡ,4401,化学,0.04%,TOPIX Mid400,
20211130,日油,4403,化学,0.07%,TOPIX Mid400,
20211130,ミヨシ油脂,4404,食料品,0.00%,TOPIX Small 2,
20211130,新日本理化,4406,化学,0.00%,TOPIX Small 2,
20211130,ハリマ化成Ｇ,4410,化学,0.00%,TOPIX Small 2,
20211130,イーソル,4420,情報・通信業,0.00%,TOPIX Small 2,
20211130,アルテリア,4423,情報・通信業,0.01%,TOPIX Small 1,
20211130,ＥｄｕＬａｂ,4427,情報・通信業,0.00%,TOPIX Small 2,
20211130,東海ソフト,4430,情報・通信業,0.00%,TOPIX Small 2,
20211130,ウイングアーク,4432,情報・通信業,0.00%,TOPIX Small 1,○
20211130,ヒトコムＨＤ,4433,情報・通信業,0.00%,TOPIX Small 2,
20211130,サーバーワークス,4434,情報・通信業,0.00%,TOPIX Small 2,
20211130,東名,4439,情報・通信業,0.00%,TOPIX Small 2,
20211130,ヴィッツ,4440,情報・通信業,0.00%,TOPIX Small 2,
20211130,トビラシステムズ,4441,情報・通信業,0.00%,TOPIX Small 2,
20211130,Ｓａｎｓａｎ,4443,情報・通信業,0.04%,TOPIX Mid400,
20211130,Ｌｉｎｋ－Ｕ,4446,情報・通信業,0.00%,TOPIX Small 2,
20211130,ギフティ,4449,情報・通信業,0.01%,TOPIX Small 1,
20211130,花王,4452,化学,0.48%,TOPIX Core30,
20211130,第一工業,4461,化学,0.00%,TOPIX Small 2,
20211130,石原ケミカル,4462,化学,0.00%,TOPIX Small 2,○
20211130,日華化学,4463,化学,0.00%,TOPIX Small 2,○
20211130,ニイタカ,4465,化学,0.00%,TOPIX Small 2,
20211130,三洋化成,4471,化学,0.01%,TOPIX Small 1,
20211130,ベース,4481,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＪＭＤＣ,4483,情報・通信業,0.00%,,
20211130,武田薬,4502,医薬品,0.90%,TOPIX Core30,
20211130,アステラス薬,4503,医薬品,0.58%,TOPIX Core30,
20211130,大日住薬,4506,医薬品,0.03%,TOPIX Mid400,
20211130,塩野義薬,4507,医薬品,0.38%,TOPIX Large70,
20211130,わかもと,4512,医薬品,0.00%,TOPIX Small 2,
20211130,日本新薬,4516,医薬品,0.08%,TOPIX Mid400,
20211130,中外薬,4519,医薬品,0.44%,TOPIX Large70,
20211130,科研薬,4521,医薬品,0.02%,TOPIX Mid400,
20211130,エーザイ,4523,医薬品,0.31%,TOPIX Large70,
20211130,理研ビタミン,4526,食料品,0.01%,TOPIX Small 2,○
20211130,ロート薬,4527,医薬品,0.06%,TOPIX Mid400,
20211130,小野薬,4528,医薬品,0.22%,TOPIX Large70,
20211130,久光薬,4530,医薬品,0.04%,TOPIX Mid400,
20211130,有機薬,4531,化学,0.00%,TOPIX Small 2,
20211130,持田薬,4534,医薬品,0.02%,TOPIX Mid400,
20211130,参天薬,4536,医薬品,0.11%,TOPIX Mid400,
20211130,扶桑薬,4538,医薬品,0.00%,TOPIX Small 2,
20211130,日ケミファ,4539,医薬品,0.00%,TOPIX Small 2,
20211130,ツムラ,4540,医薬品,0.04%,TOPIX Mid400,
20211130,日医工,4541,医薬品,0.01%,TOPIX Small 1,
20211130,テルモ,4543,精密機器,0.50%,TOPIX Large70,
20211130,ＨＵグループＨＤ,4544,サービス業,0.03%,TOPIX Mid400,
20211130,キッセイ薬,4547,医薬品,0.02%,TOPIX Small 1,
20211130,生化学,4548,医薬品,0.01%,TOPIX Small 2,
20211130,栄研化,4549,医薬品,0.01%,TOPIX Small 1,
20211130,日水薬,4550,医薬品,0.00%,TOPIX Small 2,○
20211130,鳥居薬,4551,医薬品,0.01%,TOPIX Small 1,
20211130,ＪＣＲファーマ,4552,医薬品,0.03%,TOPIX Mid400,
20211130,東和薬品,4553,医薬品,0.01%,TOPIX Small 1,
20211130,富士製薬,4554,医薬品,0.00%,TOPIX Small 2,
20211130,ゼリア新薬,4559,医薬品,0.01%,TOPIX Small 1,
20211130,第一三共,4568,医薬品,0.84%,TOPIX Core30,
20211130,キョーリンＨＤ,4569,医薬品,0.01%,TOPIX Small 1,
20211130,大幸薬品,4574,医薬品,0.00%,TOPIX Small 1,
20211130,ダイト,4577,医薬品,0.01%,TOPIX Small 1,
20211130,大塚ＨＤ,4578,医薬品,0.33%,TOPIX Large70,
20211130,大正薬ＨＤ,4581,医薬品,0.05%,TOPIX Mid400,
20211130,ペプチドリーム,4587,医薬品,0.06%,TOPIX Mid400,
20211130,大日塗料,4611,化学,0.00%,TOPIX Small 2,
20211130,日ペイントＨＤ,4612,化学,0.17%,TOPIX Mid400,
20211130,関ペイント,4613,化学,0.10%,TOPIX Mid400,
20211130,神東塗料,4615,化学,0.00%,TOPIX Small 2,
20211130,中国塗料,4617,化学,0.01%,TOPIX Small 1,
20211130,日特塗料,4619,化学,0.00%,TOPIX Small 2,
20211130,藤倉化,4620,化学,0.00%,TOPIX Small 2,
20211130,太陽ＨＤ,4626,化学,0.02%,TOPIX Small 1,
20211130,ＤＩＣ,4631,化学,0.04%,TOPIX Mid400,
20211130,サカタインクス,4633,化学,0.01%,TOPIX Small 1,
20211130,洋インキＨＤ,4634,化学,0.01%,TOPIX Small 1,
20211130,Ｔ＆ＫＴＯＫＡ,4636,化学,0.00%,TOPIX Small 2,○
20211130,アルプス技,4641,サービス業,0.01%,TOPIX Small 2,
20211130,サニックス,4651,サービス業,0.00%,TOPIX Small 2,
20211130,ダイオーズ,4653,サービス業,0.00%,TOPIX Small 2,○
20211130,日本空調,4658,サービス業,0.00%,TOPIX Small 2,○
20211130,ＯＬＣ,4661,サービス業,0.76%,TOPIX Large70,
20211130,フォーカスシステムズ,4662,情報・通信業,0.00%,TOPIX Small 2,
