"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"3023","ラサ商事","東証一部","卸売","12497","12910000","5.17","50","7.03","0.62","137.61","1564.91","96800","100","20211220","987","20211130","853"
"3024","クリエイト","JQS","卸売","2334","3969000","0.68","4","38.41","0.56","15.31","1053.05","58800","100","20210329","699","20211220","588"
"3028","アルペン","東証一部","小売","85632","40488000","2.36","50","7.17","0.76","294.99","2773.94","211500","100","20210813","3865","20211220","2106"
"3030","ハブ","東証一部","小売","8340","12830200","-","-","-","3.29","-","197.33","65000","100","20210323","899","20210105","528"
"3031","ラクーンホールディングス","東証一部","情報通信","31596","22361043","1.42","20","45.48","6.09","31.07","232.06","141300","100","20210423","3320","20211206","1023"
"3032","ゴルフ・ドゥ","名証セント","小売","1068","2605642","0","0","6.42","1.63","63.85","252.02","41000","100","20210514","558","20210119","352"
"3034","クオールホールディングス","東証一部","小売","52441","38902785","2.08","28","9.88","1.21","136.39","1117.26","134800","100","20211108","1798","20210106","1089"
"3035","ケイティケイ","JQS","卸売","2261","5725000","3.54","14","6.52","0.62","60.55","634.45","39500","100","20210412","597","20210120","299"
"3036","アルコニックス","東証一部","卸売","38027","30324400","3.83","48","5.07","0.65","247.56","1935.24","125400","100","20210304","1813","20211203","1149"
"3038","神戸物産","東証一部","卸売","1110816","273600000","0.52","21","44.7","11.58","90.82","350.49","406000","100","20210913","4660","20210602","2671"
"3040","ソリトンシステムズ","東証一部","情報通信","24101","19738888","1.15","14","15.09","2.89","80.94","422.35","122100","100","20210210","2016","20211203","1151"
"3041","ビューティ花壇","東証二部","卸売","1274","5076000","2.46","6.17","20.32","2.83","12.35","88.65","25100","100","20210817","296","20210108","219"
"3042","セキュアヴェイル","JQG","情報通信","2807","7690000","0","0","36.94","2.8","9.88","130.18","36500","100","20211220","392","20211203","245"
"3045","カワサキ","東証二部","卸売","3481","2901000","3.33","40","14.9","0.56","80.51","2133.18","120000","100","20210727","1607","20210107","1015"
"3046","ジンズホールディングス","東証一部","小売","159467","23980000","0.68","45","47.03","7.68","141.39","866.29","665000","100","20210414","8890","20211203","6240"
"3047","TRUCK-ONE","福証QB","卸売","699","2552000","1.82","5","13.15","0.91","20.84","302.47","27400","100","20210616","290","20210104","228"
"3048","ビックカメラ","東証一部","小売","175917","188146304","1.6","15","18.69","1.14","50.02","816.94","93500","100","20210407","1334","20211201","921"
"3050","DCMホールディングス","東証一部","小売","175174","163103943","2.98","32","8.46","0.67","126.93","1607.98","107400","100","20210329","1197","20210527","994"
"3053","ペッパーフードサービス","東証一部","小売","14937","39411200","0","0","228.31","5.8","1.66","65.36","37900","100","20210609","610","20210113","240"
"3054","ハイパー","東証一部","卸売","5466","9812500","1.62","9","39.59","1.57","14.07","355.8","55700","100","20210325","639","20210304","508"
"3055","ほくやく・竹山ホールディングス","札証","卸売","17031","24400000","2.15","15","8.77","0.28","79.59","2456.43","69800","100","20210326","781","20211018","694"
"3057","ゼットン","名証セント","小売","4356","4829600","-","-","-","14.91","-","60.48","90200","100","20211215","935","20210423","702"
"3058","三洋堂ホールディングス","JQS","小売","6771","7400000","0","0","133.38","2","6.86","458.17","91500","100","20210628","945","20210804","890"
"3059","ヒラキ","東証二部","小売","5223","5155600","1.97","20","10.96","0.67","92.39","1508.58","101300","100","20210308","1135","20210106","997"
"3063","ジェイグループホールディングス","東証マザ","小売","5453","9897400","-","-","-","44.15","-","12.48","55100","100","20210727","574","20210106","485"
"3064","MonotaRO","東証一部","小売","1021097","501275000","0.56","11.5","58.58","18.76","34.77","108.59","203700","100","20210222","3470","20211220","2031"
"3065","ライフフーズ","JQS","小売","5981","3660400","0","0","-","2.23","-120.17","732.05","163400","100","20210709","1785","20210830","1586"
"3066","JBイレブン","名証二部","小売","5335","7643000","-","-","13.7","4.99","50.95","139.94","69800","100","20210329","798","20211213","689"
"3067","東京一番フーズ","東証一部","小売","5187","8927800","-","-","61.87","4.24","9.39","136.91","58100","100","20210315","620","20210106","563"
"3068","WDI","JQS","小売","10872","6331920","0.47","8","21.74","3.28","78.97","523.19","171700","100","20211115","1812","20210104","1432"
"3069","JFLAホールディングス","JQS","小売","12579","41929936","1.33","4","114.07","1.56","2.63","192.78","30000","100","20210928","410","20211202","299"
"3070","アマガサ","JQG","卸売","1831","6402000","-","-","-","7.12","-","40.19","28600","100","20210125","375","20210805","250"
"3071","ストリーム","東証二部","小売","2881","28525000","0","0","5.52","1.07","18.29","94.14","10100","100","20210120","238","20211220","96"
"3073","DDホールディングス","東証一部","小売","9018","18442720","-","-","36.41","-","13.43","-12.04","48900","100","20210212","740","20210806","413"
"3075","銚子丸","JQS","小売","16057","14518000","0.54","6","20.5","2.06","53.95","536.5","110600","100","20210407","1292","20210104","1007"
"3076","あいホールディングス","東証一部","卸売","106560","56590410","2.66","50","12.74","1.63","147.81","1157.26","188300","100","20210914","2533","20211220","1879"
"3077","ホリイフードサービス","JQS","小売","2829","5670000","-","-","-","5.96","-","83.78","49900","100","20210304","600","20210528","454"
"3079","ディーブイエックス","東証一部","卸売","11826","10780000","2.19","24","16.76","1.41","65.45","779.36","109700","100","20210916","1249","20210513","936"
"3080","ジェーソン","JQS","小売","5881","12812000","1.96","9","11.09","1.16","41.37","394.25","45900","100","20210112","760","20211214","450"
"3082","きちりホールディングス","東証一部","小売","4695","10550400","-","-","-","3.78","-","117.59","44500","100","20210930","675","20211202","432"
"3083","シーズメン","JQS","小売","2854","2882800","0","0","57.09","2.56","17.34","387.01","99000","100","20211105","2540","20211008","280"
"3085","アークランドサービスホールディングス","東証一部","小売","75492","33096000","1.32","30","19.11","3.06","119.37","744.29","228100","100","20210802","2487","20210305","2019"
"3086","J.フロントリテイリング","東証一部","小売","256767","270565764","3.06","29","248.43","0.72","3.82","1320.67","94900","100","20210609","1218","20210105","761"
"3087","ドトール・日レスホールディングス","東証一部","小売","70832","45609761","1.55","24","15.7","0.72","98.92","2154.95","155300","100","20210322","1850","20210105","1439"
"3088","マツキヨココカラ＆カンパニー","東証一部","小売","626194","142966710","1.6","70","12.7","1.8","344.95","2432.54","438000","100","20211015","5820","20210120","4065"
"3089","テクノアルファ","JQS","卸売","2548","2316000","2.27","25","-","1.35","-","817.47","110000","100","20210628","1443","20210106","997"
"3091","ブロンコビリー","東証一部","小売","35918","15079000","0.67","16","39.91","2.03","59.69","1174.24","238200","100","20210930","2666","20210105","2163"
"3092","ZOZO","東証一部","小売","1067382","311644285","1.61","55","30.85","23.71","111.01","144.47","342500","100","20210927","4430","20210104","2575"
"3093","トレジャー・ファクトリー","東証一部","小売","10578","11598800","1.75","16","19.04","2.41","47.89","377.97","91200","100","20210510","1195","20210105","667"
"3094","スーパーバリュー","JQS","小売","3566","6334200","1.78","10","6.22","1.17","90.47","482.57","56300","100","20210107","915","20211203","515"
"3096","オーシャンシステム","JQS","小売","10692","10833000","1.42","14","11.06","1.09","89.23","905.21","98700","100","20210319","1233","20211201","985"
"3097","物語コーポレーション","東証一部","小売","77467","12085302","1.01","65","22.91","3.9","279.74","1644.72","641000","100","20210706","8100","20210118","5330"
"3099","三越伊勢丹ホールディングス","東証一部","小売","313356","396652554","1.27","10","100.38","0.62","7.87","1276.8","79000","100","20211108","915","20210105","569"
"3101","東洋紡","東証一部","繊維製品","109352","89048792","3.26","40","8.39","0.56","146.3","2202.71","122800","100","20210323","1575","20211202","1170"
"3103","ユニチカ","東証一部","繊維製品","16517","57752343","0","0","4.12","0.39","69.38","733.89","28600","100","20210210","487","20211201","283"
"3104","富士紡ホールディングス","東証一部","繊維製品","45708","11720000","2.82","110","10.64","1.15","366.61","3400.1","390000","100","20210419","4755","20211130","3645"
"3105","日清紡ホールディングス","東証一部","電気機器","154872","179042894","3.47","30","12","0.59","72.09","1469.73","86500","100","20210812","1020","20210105","723"
"3106","倉敷紡績","東証一部","繊維製品","40599","20756228","3.07","60","9.17","0.42","213.36","4683.81","195600","100","20210319","2117","20210526","1757"
"3107","ダイワボウホールディングス","東証一部","卸売","171418","96356460","3.37","60","9.2","1.33","193.45","1340.49","177900","100","20210805","2330","20210304","1564"
"3109","シキボウ","東証一部","繊維製品","10583","11810829","4.46","40","12.38","0.32","72.39","2793.47","89600","100","20210326","1067","20211202","893"
"3110","日東紡績","東証一部","ガラス土石","112978","39935512","1.59","45","21.95","1.08","128.87","2628.46","282900","100","20210205","5220","20211201","2628"
"3111","オーミケンシ","東証二部","繊維製品","1981","6602459","-","-","-","0.57","-303.16","526.89","30000","100","20210121","484","20211206","272"
"3113","Oakキャピタル","東証二部","証券・先物","4294","53675037","-","-","-","1.1","-","72.81","8000","100","20210623","125","20211112","78"
"3116","トヨタ紡織","東証一部","輸送用機器","402355","187665738","2.99","64","8.52","1.16","251.53","1845.39","214400","100","20211119","2389","20210105","1621"
"3121","マーチャント・バンカーズ","東証二部","サービス","11629","27753990","0.48","2","50.67","3.24","8.27","129.3","41900","100","20211109","919","20210513","286"
"3123","サイボー","東証二部","繊維製品","6079","13600000","3.13","14","16.87","0.4","26.49","1127.77","44700","100","20210512","495","20210104","435"
"3131","シンデン・ハイテックス","JQS","卸売","4305","2110200","5.05","103","5.93","0.68","344.08","3006.65","204000","100","20211109","2380","20210105","1498"
"3132","マクニカ・富士エレホールディングス","東証一部","卸売","159467","63030582","3.16","80","7.86","1.03","321.8","2455.95","253000","100","20210914","2935","20210108","1921"
"3133","海帆","東証マザ","小売","2696","14263900","-","-","-","-","-","-48.39","18900","100","20210715","707","20211202","170"
"3134","Hamee","東証一部","小売","20692","16267200","1.61","20.5","12.54","2.83","101.45","449.18","127200","100","20210104","2076","20211203","1035"
"3135","マーケットエンタープライズ","東証一部","小売","3750","5296200","0","0","-","2.84","-83.09","248.87","70800","100","20210210","2320","20211112","680"
"3136","エコノス","札証アンビ","小売","636","1283898","-","-","28.88","1.52","17.14","324.87","49500","100","20210226","610","20211122","478"
"3137","ファンデリー","東証マザ","小売","2635","6457500","0.74","3","38.13","1","10.7","405.98","40800","100","20210420","824","20211214","407"
"3138","富士山マガジンサービス","東証マザ","小売","2689","3315620","0","0","9.39","1.5","86.37","538.98","81100","100","20210114","1119","20210305","799"
"3139","ラクト・ジャパン","東証一部","卸売","23233","9899200","1.36","32","11.51","1.22","203.91","1927.84","234700","100","20210419","3080","20211201","2293"
"3140","BRUNO","JQG","卸売","12819","14717350","0.46","4","24.02","2.63","36.26","331.39","87100","100","20210510","1077","20210104","838"
"3141","ウエルシアホールディングス","東証一部","小売","808138","209633676","0.78","30","29.72","4.16","129.69","926.57","385500","100","20211110","4390","20210602","3235"
"3143","オーウイル","東証二部","卸売","3478","3150000","4.08","45","7.24","0.98","152.4","1126.94","110400","100","20211108","1239","20210426","1000"
"3148","クリエイトSDホールディングス","東証一部","小売","217831","66819342","1.41","46","16.14","2.09","202","1556.96","326000","100","20210113","4010","20210709","3055"
"3150","グリムス","東証一部","卸売","54475","23490800","0.63","14.5","25.47","7.31","91.04","317.14","231900","100","20210917","3205","20210119","1482"
"3151","バイタルケーエスケー・ホールディングス","東証一部","卸売","48735","61224796","3.02","24","10.94","0.41","72.77","1925.07","79600","100","20210917","855","20210524","660"
"3153","八洲電機","東証一部","卸売","20388","21782500","2.35","22","12.09","0.93","77.43","1004.98","93600","100","20210928","1098","20211125","894"
"3154","メディアスホールディングス","東証一部","卸売","20281","21925104","1.51","14","23.2","1.23","39.87","754.28","92500","100","20210531","1132","20210105","780"
"3156","レスターホールディングス","東証一部","卸売","56928","30072643","4.75","90","11.38","0.76","166.29","2506.98","189300","100","20210113","2367","20211005","1800"
"3157","ジューテックホールディングス","東証一部","卸売","14524","13767052","2.65","28","7.57","0.81","139.38","1299.74","105500","100","20210928","1426","20210513","988"
"3159","丸善CHIホールディングス","東証一部","小売","32857","92554085","0.56","2","17.29","0.78","20.53","455.68","35500","100","20210616","423","20211201","355"
"3160","大光","東証一部","卸売","9227","13450800","1.31","9","37.1","2.18","18.49","314.36","68600","100","20211110","719","20210810","651"
"3161","アゼアス","東証二部","卸売","3706","6085401","3.28","20","13.04","0.56","46.69","1079.88","60900","100","20210408","1167","20211216","604"
"3166","OCHIホールディングス","東証一部","卸売","17354","13610970","3.61","46","5.63","0.94","226.5","1363.39","127500","100","20210323","1459","20211206","1239"
"3167","TOKAIホールディングス","東証一部","卸売","117890","139679977","3.55","30","12.52","1.46","67.42","576.54","84400","100","20210107","1033","20211130","826"
"3168","黒谷","東証一部","卸売","8602","14337200","3.33","20","16.13","0.98","37.19","611.47","60000","100","20210510","1246","20211201","581"
"3169","ミサワ","東証一部","小売","4801","7112400","1.19","8","10.32","1.75","65.38","385.27","67500","100","20210121","749","20210104","632"
"3172","ティーライフ","東証一部","小売","5597","4250000","3.95","52","7.92","1.02","166.36","1288.37","131700","100","20210630","1674","20210118","1119"
"3173","Cominix","東証一部","卸売","4959","6868840","3.74","27","6.26","0.81","115.31","896.7","72200","100","20210323","833","20210817","708"
"3174","ハピネス・アンド・ディ","JQS","小売","2320","2560600","1.66","15","32.5","1.1","27.88","824.75","90600","100","20210224","1000","20210301","875"
"3175","エー・ピーホールディングス","東証一部","小売","4598","10331950","0","0","-","9.65","-","46.11","44500","100","20210705","550","20210106","380"
"3176","三洋貿易","東証一部","卸売","28166","29007708","4.02","39","6.63","0.81","146.38","1195.18","97100","100","20210618","1398","20211201","952"
"3177","ありがとうサービス","JQS","小売","1940","953600","4.52","92","11.47","0.93","177.31","2177.77","203400","100","20210217","2299","20210105","1735"
"3178","チムニー","東証一部","小売","23016","19340800","0","0","20.87","3.39","57.02","350.59","119000","100","20210930","1612","20210104","1086"
"3179","シュッピン","東証一部","小売","24174","23981797","1.79","18","16.32","5.05","61.77","199.73","100800","100","20211019","1390","20210105","880"
"3180","ビューティガレージ","東証一部","卸売","18898","6376000","0.54","16","23.48","3.84","126.25","772.71","296400","100","20210622","4945","20210226","2291"
"3181","買取王国","JQS","小売","1023","1788200","-","-","17.21","0.5","33.24","1133.47","57200","100","20210716","764","20211203","559"
"3182","オイシックス・ラ・大地","東証一部","小売","110888","38014492","0","0","35.53","4.97","82.1","586.84","291700","100","20210922","5220","20210309","2456"
"3183","ウイン・パートナーズ","東証一部","卸売","29497","30503310","3.62","35","16.33","1.32","59.22","730.51","96700","100","20210305","1297","20211126","914"
"3184","ICDAホールディングス","東証二部","小売","5124","2100000","2.05","50","5.56","0.73","439.09","3321.28","244000","100","20210826","2607","20210104","1952"
"3185","夢展望","東証マザ","小売","3788","13723900","0","0","28.22","21.25","9.78","12.99","27600","100","20211111","628","20211005","201"
"3186","ネクステージ","東証一部","小売","180269","80084000","0.31","7","18.54","4.45","121.4","506","225100","100","20211215","2502","20210120","1275"
"3187","サンワカンパニー","東証マザ","小売","7117","17971000","-","-","19.49","3.82","20.32","103.65","39600","100","20211029","565","20210105","271"
"3189","ANAP","JQS","小売","2107","4854800","0","0","15.57","3.42","27.87","126.77","43400","100","20211214","754","20211202","274"
"3190","ホットマン","JQS","小売","3900","7275500","1.87","10","11.06","0.58","48.47","925.29","53600","100","20210819","768","20210104","502"
"3191","ジョイフル本田","東証一部","小売","104962","73348911","2.94","42","11.01","0.87","129.93","1642.17","143100","100","20211116","1659","20210528","1296"
"3192","白鳩","JQS","小売","1747","6669700","-","-","-","0.74","-21.78","351.86","26200","100","20211022","483","20211202","233"
"3193","鳥貴族ホールディングス","東証一部","小売","19572","11622300","-","-","-","3.24","-","519.61","168400","100","20210930","2279","20210105","1316"
"3195","ジェネレーションパス","東証マザ","小売","3112","8277240","0","0","-","1.85","-","203.42","37600","100","20210419","647","20211220","375"
"3196","ホットランド","東証一部","小売","28174","21539400","0.38","5","18.77","3.39","69.67","385.72","130800","100","20210609","1433","20210105","1133"
"3197","すかいらーくホールディングス","東証一部","小売","342846","227502200","0.93","14","31.65","2.15","47.61","702.15","150700","100","20210128","1795","20210810","1403"
"3198","SFPホールディングス","東証一部","小売","34222","25788689","-","-","19.01","2.94","69.81","451.09","132700","100","20211021","1614","20210104","1212"
"3199","綿半ホールディングス","東証一部","小売","24683","19857426","1.69","21","11.74","1.37","105.89","905.54","124300","100","20210113","1445","20210621","1183"
"3201","日本毛織","東証一部","繊維製品","78869","86478858","3.07","28","8.18","0.69","111.54","1324.08","91200","100","20210914","1072","20211129","834"
"3202","ダイトウボウ","東証一部","繊維製品","2970","30000000","0","0","15.57","0.64","6.36","154.41","9900","100","20210728","143","20210820","98"
"3204","トーア紡コーポレーション","東証一部","繊維製品","3809","8940448","2.35","10","22.35","0.34","19.06","1252.15","42600","100","20210323","500","20210805","418"
"3205","ダイドーリミテッド","東証一部","繊維製品","5730","37696897","-","-","-","0.62","-","243.38","15200","100","20210319","207","20211220","152"
"3221","ヨシックスホールディングス","東証一部","小売","19354","10322200","-","-","-","3.01","-","622.06","187500","100","20210609","2530","20210104","1736"
"3222","ユナイテッド・スーパーマーケット・ホールディングス","東証一部","小売","137870","131681356","1.53","16","29.85","0.9","35.08","1168.51","104700","100","20210330","1238","20210709","996"
"3223","エスエルディー","JQS","小売","930","1560864","0","0","-","-","-96.75","-164.1","59600","100","20210224","735","20210831","527"
"3224","ゼネラル・オイスター","東証マザ","小売","3267","3434900","0","0","-","17.1","-","55.61","95100","100","20210310","1185","20210104","877"
"3228","三栄建築設計","東証一部","不動産","35009","21217600","4.55","75","4.96","0.69","332.47","2395.27","165000","100","20210415","2149","20211201","1599"
"3231","野村不動産ホールディングス","東証一部","不動産","454108","182519237","3.42","85","9.06","0.75","274.58","3332.68","248800","100","20210913","3100","20210128","2088"
"3232","三重交通グループホールディングス","東証一部","不動産","50217","107301583","-","-","35.83","0.99","13.06","471.2","46800","100","20211004","575","20211129","452"
"3236","プロパスト","JQS","不動産","4921","35147915","1.43","2","6.92","0.72","20.22","194.81","14000","100","20211101","198","20210806","131"
"3237","イントランス","東証マザ","不動産","2154","37131000","0","0","10.49","1.64","5.53","35.39","5800","100","20210616","105","20211203","58"
"3238","セントラル総合開発","東証二部","不動産","3098","9681600","3.75","12","4.83","0.42","66.32","763.45","32000","100","20210706","473","20211005","304"
"3241","ウィル","東証二部","不動産","4277","11345000","3.85","14.5","8.05","1.28","46.81","295.2","37700","100","20210727","412","20210122","303"
"3242","アーバネットコーポレーション","JQS","不動産","9412","31374100","5.67","17","7.24","0.8","41.44","376.04","30000","100","20210405","327","20210105","251"
"3244","サムティ","東証一部","不動産","100046","46468085","4.18","90","6.42","1.05","335.58","2047.67","215300","100","20211108","2655","20210118","1600"
"3245","ディア・ライフ","東証一部","不動産","20837","40856500","6.67","34","6.02","1.27","84.78","402.96","51000","100","20211116","661","20210105","402"
"3246","コーセーアールイー","東証一部","不動産","7081","10368000","3.66","25","9.21","0.85","74.14","801.28","68300","100","20211209","740","20210226","578"
"3248","アールエイジ","東証二部","不動産","1979","3181000","4.5","28","7.19","0.53","86.46","1174.26","62200","100","20210930","717","20211201","596"
"3252","日本商業開発","東証一部","不動産","32622","18285800","2.8","50","11.25","1.21","158.59","1480.01","178400","100","20210616","1920","20210104","1610"
"3254","プレサンスコーポレーション","東証一部","不動産","131933","68858316","1.67","32","13.25","0.88","144.56","2167.93","191600","100","20210914","1992","20210621","1409"
"3260","エスポア","名証セント","不動産","1155","1524000","0","0","102.57","1.19","7.39","634.44","75800","100","20210113","975","20210302","540"
"3261","グランディーズ","東証マザ","不動産","1626","3637874","3.13","14","8.11","0.85","55.15","526.24","44700","100","20210629","496","20210108","340"
"3264","アスコット","JQS","不動産","25074","129916662","-","-","24.37","1.07","7.92","179.77","19300","100","20210218","314","20211005","168"
"3266","ファンドクリエーショングループ","JQS","不動産","3087","37649371","1.22","1","20.55","1.36","3.99","60.5","8200","100","20210115","120","20211129","79"
"3267","フィル・カンパニー","東証一部","建設","12434","5778000","0","0","38.1","4.13","56.49","521.05","215200","100","20211014","3835","20210120","1756"
"3271","THEグローバル社","東証一部","不動産","5378","28306000","0","0","20.77","1.61","9.15","118.3","19000","100","20210212","293","20210820","190"
"3275","ハウスコム","東証一部","不動産","9776","7790000","1.51","19","19.96","1.52","62.88","824.14","125500","100","20210107","1376","20210518","1121"
"3276","日本管理センター","東証一部","不動産","18911","19025600","4.43","44","11.21","2.75","88.67","361.79","99400","100","20210713","1360","20211220","991"
"3277","サンセイランディック","東証一部","不動産","6865","8474800","3.09","25","13.31","0.65","60.86","1241.5","81000","100","20210407","908","20210104","722"
"3280","エストラスト","東証一部","不動産","3854","6167000","2.24","14","8.43","0.55","74.16","1130.81","62500","100","20210108","735","20211202","600"
"3284","フージャースホールディングス","東証一部","不動産","23516","36916775","5.65","36","7.27","0.78","87.62","818.98","63700","100","20210319","780","20211201","624"
"3286","トラストホールディングス","東証マザ","不動産","1624","5204500","3.21","10","18.67","6.63","16.71","47.08","31200","100","20210707","690","20211202","308"
"3288","オープンハウス","東証一部","不動産","740307","126117000","2.11","124","10.28","2.52","570.91","2329.72","587000","100","20211101","7440","20210105","3725"
"3289","東急不動産ホールディングス","東証一部","不動産","429019","719830974","2.68","16","14.29","0.7","41.71","850.86","59600","100","20210609","746","20210105","529"
"3291","飯田グループホールディングス","東証一部","不動産","729602","294431639","3.63","90","8.31","0.79","298.22","3132.08","247800","100","20210609","3065","20210105","1996"
"3293","アズマハウス","JQS","不動産","5987","4031700","4.71","70","7.67","0.39","193.67","3826.42","148500","100","20210323","1590","20210104","1425"
"3294","イーグランド","東証一部","不動産","9262","6379100","4.75","69","5.85","1.05","248.06","1377.3","145200","100","20211102","1840","20210104","782"
"3297","東武住販","JQS","不動産","2634","2712400","3.19","31","7.47","0.76","130.02","1285.38","97100","100","20210406","1332","20210104","966"
"3299","ムゲンエステート","東証一部","不動産","11693","24361000","3.12","15","9.08","0.49","52.88","973.78","48000","100","20210609","539","20210105","438"
"3300","アンビション_DX_ホールディングス","東証マザ","不動産","3736","6804400","2.6","14.3","6.03","1.06","91.12","516.51","54900","100","20210212","944","20211216","540"
"3302","帝国繊維","東証一部","繊維製品","55638","27394400","2.22","45","18.52","0.94","109.69","2151.32","203100","100","20210115","2427","20210820","1886"
"3306","日本製麻","東証二部","卸売","1352","3673320","0.82","3","53.96","0.94","6.82","393.32","36800","100","20211018","404","20210421","342"
"3315","日本コークス工業","東証一部","石油・石炭","36887","302349449","4.1","5","5.46","0.66","22.33","185.21","12200","100","20211004","162","20210104","90"
"3316","東京日産コンピュータシステム","JQS","卸売","3459","6300000","3.64","20","8.54","1","64.29","548.27","54900","100","20210608","632","20210513","475"
"3317","フライングガーデン","JQS","小売","2419","1449168","1.2","20","10.96","1.12","152.22","1489.69","166900","100","20211008","1825","20210105","1430"
"3319","ゴルフダイジェスト・オンライン","東証一部","小売","20266","18274000","0.86","9.5","25.49","2.85","43.51","389.14","110900","100","20210713","1793","20210115","814"
"3320","クロスプラス","東証二部","卸売","6075","7718800","3.81","30","8.24","0.4","95.46","1989.58","78700","100","20210310","1415","20211213","759"
"3321","ミタチ産業","東証一部","卸売","7358","7937000","2.97","27.5","7.56","0.72","122.7","1290.26","92700","100","20211019","1068","20210105","566"
"3322","アルファグループ","JQS","卸売","4957","6962400","1.05","7.5","9.65","0.85","73.77","840.49","71200","100","20210107","770","20210311","658"
"3323","レカム","JQS","卸売","5371","82630255","1.54","1","20.38","1.28","3.19","50.59","6500","100","20210106","130","20211202","63"
"3326","ランシステム","JQS","サービス","1079","2380900","0","0","20.39","168.4","22.22","2.69","45300","100","20210528","928","20210514","403"
"3328","BEENOS","東証一部","小売","31553","13335995","-","-","-","2.7","-","876.59","236600","100","20210602","3925","20210201","2201"
"3329","東和フードサービス","JQS","小売","11551","8186400","0.64","9","25.3","2","55.76","704.5","141100","100","20210910","1600","20210105","1202"
"3333","あさひ","東証一部","小売","35084","26240800","2.09","28","9.97","0.99","134.14","1347.57","133700","100","20210113","1773","20211201","1252"
"3341","日本調剤","東証一部","小売","41534","32048000","1.93","25","9.72","0.76","133.39","1695.54","129600","100","20210506","1895","20211130","1267"
"3346","21LADY","名証セント","小売","845","8285253","0","0","-","-","-7.12","-49.24","10200","100","20211019","184","20210728","60"
"3347","トラスト","東証二部","小売","6390","28150000","1.76","4","14.43","0.83","15.73","272.41","22700","100","20210630","268","20210105","149"
"3349","コスモス薬品","東証一部","小売","701614","40000800","0.46","80","27.78","3.97","631.33","4422.88","1754000","100","20210922","20700","20210602","14710"
"3350","レッド・プラネット・ジャパン","JQS","卸売","2173","57192187","0","0","-","542.86","-","0.07","3800","100","20210218","68","20211220","38"
"3352","バッファロー","JQS","小売","2414","2275374","3.77","40","7.09","0.44","149.57","2406.28","106100","100","20210302","1348","20211213","1000"
"3353","メディカル一光グループ","JQS","小売","10199","4070000","1.6","40","10.82","0.85","231.62","2942.74","250600","100","20210122","4670","20211117","2380"
"3355","クリヤマホールディングス","東証二部","卸売","25601","22300200","2.18","25","6.59","0.82","174.32","1392.06","114800","100","20211126","1196","20210105","601"
"3356","テリロジー","JQS","卸売","6599","16580000","1.26","5","48.07","2.91","8.28","136.76","39800","100","20210225","645","20211214","339"
"3358","ワイエスフード","JQS","小売","1506","6073000","0","0","-","1.02","-16.63","243.54","24800","100","20210708","356","20211201","230"
"3359","cotta","東証マザ","卸売","6304","11117313","0.71","4","13.84","1.97","40.98","288.39","56700","100","20210216","974","20211109","480"
"3360","シップヘルスケアホールディングス","東証一部","卸売","264950","101669400","1.57","41","19.67","2.21","132.48","1181.38","260600","100","20210319","3260","20210615","2449"
"3361","トーエル","東証一部","小売","16440","20550340","2.5","20","13.13","0.93","60.93","860.03","80000","100","20210316","968","20210528","744"
"3370","フジタコーポレーション","JQS","小売","737","2401500","0","0","147.6","-","2.08","-60.48","30700","100","20210209","540","20211220","303"
"3371","ソフトクリエイトホールディングス","東証一部","情報通信","58338","13775139","0.94","40","27.86","4.25","152","996.12","423500","100","20211209","4690","20210621","2161"
"3372","関門海","東証二部","小売","3864","13900900","0","0","-","33.17","-","8.38","27800","100","20210217","353","20211220","278"
"3374","内外テック","JQS","卸売","11899","3541286","2.47","83","10.22","1.35","328.86","2487.65","336000","100","20210618","4235","20210305","2187"
"3375","ZOA","JQS","小売","1810","1454000","3.21","40","5.94","0.79","209.77","1567.4","124500","100","20211118","1400","20210810","1067"
"3376","オンリー","東証一部","小売","4533","5972000","-","-","-","0.55","-","1381.99","75900","100","20211014","775","20210105","422"
"3377","バイク王＆カンパニー","東証二部","卸売","15821","15315600","1.5","15.5","13.24","2.62","78.05","393.97","103300","100","20210910","1917","20210201","341"
"3382","セブン＆アイ・ホールディングス","東証一部","小売","4328496","886441983","2.05","100","22.69","1.51","215.17","3232.1","488300","100","20210630","5340","20210104","3588"
"3384","アークコア","名証セント","卸売","1007","1970000","0","0","15.13","2.23","33.78","229.12","51100","100","20210707","542","20210225","438"
"3386","コスモ・バイオ","JQS","卸売","7155","6048000","3.04","36","10.92","0.89","108.35","1325.48","118300","100","20210322","1350","20210820","1100"
"3387","クリエイト・レストランツ・ホールディングス","東証一部","小売","146203","212814284","0.66","4.5","19.74","5.92","34.8","115.95","68700","100","20210715","1075","20210105","562"
"3388","明治電機工業","東証一部","卸売","14891","12067120","3.48","43","8.75","0.56","141.09","2208.96","123400","100","20210121","1598","20211201","1201"
"3390","INEST","JQS","卸売","4161","68217325","0","0","108.93","2.36","0.56","25.82","6100","100","20210108","157","20211220","61"
"3391","ツルハホールディングス","東証一部","小売","591258","49436268","1.4","167","20.53","2.26","582.65","5282.68","1196000","100","20210316","15130","20211213","11570"
"3392","デリカフーズホールディングス","東証一部","卸売","8893","14872000","0.84","5","110.33","1.4","5.42","426.4","59800","100","20210927","679","20211201","590"
