"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"5982","マルゼン","東証二部","金属製品","41518","19780000","1.43","30","12.18","0.84","172.27","2494.94","209900","100","20210806","2491","20210201","1782"
"5983","イワブチ","JQS","金属製品","5885","1100000","3.74","200","24.77","0.35","215.99","15357.5","535000","100","20210120","6560","20211201","5230"
"5984","兼房","東証二部","金属製品","9631","14310000","3.57","24","8.5","0.38","79.14","1786.08","67300","100","20210806","730","20210106","581"
"5985","サンコール","東証一部","金属製品","15394","34057923","4.42","20","20.16","0.38","22.42","1197.73","45200","100","20210317","515","20210818","430"
"5986","モリテックスチール","東証一部","金属製品","8143","22558063","0.83","3","40.43","0.62","8.93","582.59","36100","100","20210603","595","20211201","345"
"5987","オーネックス","JQS","金属製品","1605","1660000","2.07","20","10.61","0.3","91.18","3198.69","96700","100","20210106","1850","20211202","911"
"5988","パイオラックス","東証一部","金属製品","64007","38054100","2.68","45","16.31","0.61","103.11","2758.35","168200","100","20211216","1811","20210526","1432"
"5989","エイチワン","東証一部","金属製品","18370","28392830","3.71","24","22.71","0.27","28.49","2387.89","64700","100","20210406","911","20211201","620"
"5990","スーパーツール","JQS","金属製品","4137","2084304","3.02","60","10.93","0.43","181.66","4634.35","198500","100","20210120","2468","20211220","1950"
"5991","日本発條","東証一部","金属製品","238941","244066144","2.45","24","12.4","0.76","78.94","1294.96","97900","100","20211214","1063","20210104","683"
"5992","中央発條","東証一部","金属製品","21149","25542396","3.86","32","17.2","0.33","48.15","2493.79","82800","100","20210728","1447","20210115","688"
"5993","知多鋼業","名証二部","金属製品","6341","9621550","2.12","14","5.49","0.35","120.1","1888.13","65900","100","20211008","745","20210119","620"
"5994","ファインシンター","東証二部","金属製品","6670","4420000","3.31","50","18.97","0.38","79.53","3927.67","150900","100","20210702","2040","20210106","1464"
"5997","協立エアテック","JQS","金属製品","3330","6000000","2.7","15","6.64","0.37","83.53","1496.38","55500","100","20210212","650","20211220","555"
"5998","アドバネクス","東証一部","金属製品","5237","4153370","0.79","10","51.72","0.84","24.38","1508.52","126100","100","20210209","1706","20211112","1001"
"5999","イハラサイエンス","JQS","金属製品","30002","14000000","2.24","48","8.61","1.14","248.83","1885.14","214300","100","20211116","2345","20210305","1620"
"6005","三浦工業","東証一部","機械","493021","125291112","0.94","37","32.87","2.96","119.72","1327.78","393500","100","20210114","6350","20211220","3915"
"6013","タクマ","東証一部","機械","117196","83000000","2.55","36","15.09","1.26","93.55","1123.76","141200","100","20210319","2549","20211201","1345"
"6016","ジャパンエンジンコーポレーション","東証二部","輸送用機器","2486","2800000","2.25","20","5.83","0.39","152.41","2294.83","88800","100","20210415","1387","20211220","878"
"6018","阪神内燃機工業","東証二部","輸送用機器","5516","3233478","2.05","35","14.85","0.41","114.86","4126.33","170600","100","20210319","1920","20211130","1686"
"6022","赤阪鐵工所","東証二部","機械","2410","1540000","-","-","94.22","0.27","16.61","5833.35","156500","100","20210720","1800","20210104","1322"
"6023","ダイハツディーゼル","東証二部","輸送用機器","15861","31850000","3.01","15","10.53","0.38","47.29","1302.69","49800","100","20210927","746","20210105","392"
"6025","日本PCサービス","名証セント","サービス","2211","1739800","0","0","24.57","4.24","51.74","300.04","127100","100","20210709","2200","20211029","1220"
"6026","GMOTECH","東証マザ","サービス","1844","1100620","0","0","-","2.4","-377","699.34","167500","100","20210112","2599","20211214","1580"
"6027","弁護士ドットコム","東証マザ","サービス","134255","22264500","0","0","-","54.16","-","111.34","603000","100","20210126","13290","20210817","5500"
"6028","テクノプロ・ホールディングス","東証一部","サービス","359958","108421164","1.6","53","31.65","6.47","104.9","512.89","332000","100","20211028","3720","20210812","2430"
"6029","アトラグループ","東証一部","サービス","2764","9767000","1.24","3.5","2572.73","1.67","0.11","169.66","28300","100","20210224","420","20211130","280"
"6030","アドベンチャー","東証マザ","サービス","48827","6800400","0.21","15","44.08","18.75","162.9","382.97","718000","100","20211125","11420","20210118","3565"
"6031","サイジニア","東証マザ","サービス","3863","3171756","0","0","-","2.63","-331.55","462.52","121800","100","20210707","3340","20210128","965"
"6032","インターワークス","東証一部","サービス","3910","9800000","3.76","15","14.95","2.13","26.69","187.69","39900","100","20210602","473","20210118","343"
"6033","エクストリーム","東証マザ","サービス","5458","5479976","0.9","9","22.53","1.63","44.2","611.22","99600","100","20210322","1486","20211201","937"
"6034","MRT","東証マザ","サービス","7445","5704800","0","0","9.71","3.25","134.39","401.71","130500","100","20210901","2468","20210305","1089"
"6035","アイ・アールジャパンホールディングス","東証一部","サービス","115601","17839710","1.74","113","28.42","16.41","228","394.8","648000","100","20210122","19550","20211220","6480"
"6036","KeePer技研","東証一部","サービス","63264","28280840","1.25","28","21.31","11.09","104.98","201.65","223700","100","20210915","4170","20210218","1726"
"6037","ファーストロジック","東証一部","サービス","9239","11844400","1.41","11","14.38","2.19","54.24","356.04","78000","100","20211213","855","20210609","713"
"6038","イード","東証マザ","サービス","3880","5026400","0","0","10.8","1.11","71.45","694.42","77200","100","20210407","982","20211220","764"
"6039","日本動物高度医療センター","東証マザ","サービス","4012","2436200","0","0","13.53","1.59","121.76","1033.95","164700","100","20210121","2454","20211220","1647"
"6040","日本スキー場開発","東証マザ","サービス","10048","16000400","1.11","7","-","2.1","-","299.3","62800","100","20210611","724","20210128","569"
"6042","ニッキ","東証二部","輸送用機器","3816","2000000","2.88","55","8.09","0.43","235.98","4429.99","190800","100","20211028","2000","20210108","1675"
"6044","三機サービス","東証一部","サービス","5961","5943485","2.49","25","20.8","2.11","48.22","475.63","100300","100","20210716","1255","20210105","951"
"6045","レントラックス","東証マザ","サービス","5184","7975800","1.54","10","12.13","2.09","53.58","310.84","65000","100","20210927","944","20210513","504"
"6046","リンクバル","東証マザ","サービス","5070","19500000","0","0","-","2.86","-","90.77","26000","100","20210225","369","20211220","252"
"6047","Gunosy","東証一部","サービス","18272","24137774","-","-","-","1.55","-","486.96","75700","100","20210510","1059","20211201","535"
"6048","デザインワン・ジャパン","東証一部","サービス","2822","15171800","0","0","46.5","0.87","4","213.18","18600","100","20210713","301","20211206","184"
"6049","イトクロ","東証マザ","サービス","11204","22680000","0","0","19.63","1.13","25.16","437.05","49400","100","20210614","1413","20211220","492"
"6050","イー・ガーディアン","東証一部","サービス","34079","10405800","-","-","24.16","6.69","135.54","489.38","327500","100","20211115","4125","20210601","2485"
"6054","リブセンス","東証一部","サービス","5125","28160000","0","0","-","1.73","-","105.03","18200","100","20211025","256","20211213","181"
"6055","ジャパンマテリアル","東証一部","サービス","187482","105149520","0.95","17","29.75","5.47","59.93","326.15","178300","100","20211213","1827","20210517","1145"
"6058","ベクトル","東証一部","サービス","53161","47936100","0.72","8","26.44","4.41","41.95","251.66","110900","100","20211109","1445","20210514","870"
"6059","ウチヤマホールディングス","東証一部","サービス","6399","21618800","3.38","10","-","0.44","-","676.74","29600","100","20210322","425","20211130","293"
"6060","こころネット","JQS","サービス","3443","3843100","3.35","30","13.77","0.42","65.05","2123.16","89600","100","20210716","1021","20210104","827"
"6061","ユニバーサル園芸社","JQS","サービス","10633","5025000","0.95","20","10.9","1.25","194.2","1696.77","211600","100","20211216","2170","20210106","1718"
"6062","チャーム・ケア・コーポレーション","東証一部","サービス","45208","32712000","1.09","15","15.02","4.65","92","297.1","138200","100","20211015","1906","20210806","1048"
"6063","日本エマージェンシーアシスタンス","JQS","サービス","2588","2519600","0.97","10","16.69","2.6","61.53","395.76","102700","100","20210405","2035","20210108","771"
"6067","インパクトホールディングス","東証マザ","サービス","21903","6667594","-","-","23.04","6.23","142.55","527.02","328500","100","20211020","4705","20210305","1961"
"6069","トレンダーズ","東証マザ","サービス","5675","7586400","2.14","16","19.75","2.07","37.87","360.89","74800","100","20210913","1311","20210517","534"
"6070","キャリアリンク","東証一部","サービス","15717","12583400","1.6","20","-","2.4","-","520.01","124900","100","20210217","3475","20211203","1214"
"6071","IBJ","東証一部","サービス","37170","42000000","0.68","6","43.53","6.18","20.33","143.12","88500","100","20211115","1256","20210105","727"
"6072","地盤ネットホールディングス","東証マザ","サービス","3403","23148000","0","0","-","2.64","-1.45","55.67","14700","100","20210707","257","20211215","147"
"6073","アサンテ","東証一部","サービス","21165","12348500","3.62","62","19.31","1.56","88.75","1101.63","171400","100","20210322","1931","20210104","1516"
"6074","ジェイエスエス","JQS","サービス","1792","4026056","2.47","11","8.56","0.7","51.97","631.91","44500","100","20210405","652","20210118","414"
"6076","アメイズ","福証","サービス","12908","15204000","2.36","20","43.03","1.12","19.73","761.33","84900","100","20210610","970","20210104","740"
"6078","バリューHR","東証一部","サービス","34482","13257200","0.94","24.5","56.7","10.07","45.87","258.34","260100","100","20211215","2837","20210820","1514"
"6080","M＆Aキャピタルパートナーズ","東証一部","サービス","170637","31717000","0","0","37.59","6.68","143.11","804.92","538000","100","20211101","6820","20210517","4290"
"6081","アライドアーキテクツ","東証マザ","サービス","9727","14137374","-","-","17.63","4.25","39.03","162.04","68800","100","20210616","1169","20210114","453"
"6082","ライドオンエクスプレスホールディングス","東証一部","サービス","17117","10854047","1.27","20","14.8","2.19","106.53","718.86","157700","100","20210108","2294","20210709","1341"
"6083","ERIホールディングス","東証一部","サービス","10174","7832400","2.31","30","20.68","3.26","62.82","398.35","129900","100","20211109","1755","20210514","570"
"6085","アーキテクツ・スタジオ・ジャパン","東証マザ","サービス","1721","2455399","0","0","-","-","-31.62","-23","70100","100","20210824","1200","20210309","690"
"6086","シンメンテホールディングス","東証マザ","サービス","12523","10833000","1.38","16","27.02","4","42.79","288.7","115600","100","20211028","1519","20210115","680"
"6087","アビスト","東証一部","サービス","11184","3980000","3.63","102","24.31","1.82","115.59","1543.27","281000","100","20210323","3450","20211201","2740"
"6088","シグマクシス・ホールディングス","東証一部","サービス","58395","23154300","0.95","24","34.93","5.57","72.21","452.55","252200","100","20211115","3335","20210305","1577"
"6089","ウィルグループ","東証一部","サービス","28387","22637000","2.71","34","11.14","2.83","112.55","442.42","125400","100","20211110","1616","20210305","900"
"6090","ヒューマン・メタボローム・テクノロジーズ","東証マザ","サービス","3605","5900300","0","0","36.05","3.21","16.95","190.16","61100","100","20210128","1256","20211214","558"
"6091","ウエスコホールディングス","東証二部","サービス","8171","17724297","3.47","16","10.13","0.47","45.53","989.32","46100","100","20210707","511","20210820","431"
"6092","エンバイオ・ホールディングス","東証マザ","サービス","4837","6671700","0","0","13.32","0.86","54.43","840.34","72500","100","20211118","1090","20210805","540"
"6093","エスクロー・エージェント・ジャパン","東証一部","サービス","7633","45704269","-","-","21.55","2.32","7.75","72.1","16700","100","20210108","335","20211220","167"
"6094","フリークアウト・ホールディングス","東証マザ","サービス","27023","18015424","0","0","-","3.94","-","380.4","150000","100","20210824","2426","20210118","811"
"6095","メドピア","東証一部","サービス","66017","21574190","0","0","37.29","9.86","82.05","310.47","306000","100","20210104","8850","20211111","3005"
"6096","レアジョブ","東証一部","サービス","8441","9658000","1.26","11","67.02","4","13.04","218.51","87400","100","20210114","2549","20211115","816"
"6098","リクルートホールディングス","東証一部","サービス","10989821","1695960030","0.32","21","40.97","8.42","158.17","769.95","648000","100","20211115","8180","20210105","4173"
"6099","エラン","東証一部","サービス","67145","60600000","0.72","8","37.27","9.49","29.73","116.72","110800","100","20210125","1736","20210817","1028"
"6101","ツガミ","東証一部","機械","79100","50000000","2.28","36","9.32","1.92","169.83","823.61","158200","100","20210916","2023","20211201","1394"
"6103","オークマ","東証一部","機械","165063","33755154","1.64","80","14.7","0.88","332.57","5550.37","489000","100","20210315","6860","20211201","4710"
"6104","芝浦機械","東証一部","機械","107318","29977106","2.09","75","30.88","1.07","115.94","3331.06","358000","100","20211216","3955","20210118","2244"
"6111","旭精機工業","名証二部","機械","6177","3088739","3.5","70","13.77","0.37","145.27","5426.57","200000","100","20210315","2120","20210106","1800"
